"","TEAM_ID","TEAM_NAME","GP","W","L","W_PCT","MIN","FGM","FGA","FG_PCT","FG3M","FG3A","FG3_PCT","FTM","FTA","FT_PCT","OREB","DREB","REB","AST","TOV","STL","BLK","BLKA","PF","PFD","PTS","PLUS_MINUS","GP_RANK","W_RANK","L_RANK","W_PCT_RANK","MIN_RANK","FGM_RANK","FGA_RANK","FG_PCT_RANK","FG3M_RANK","FG3A_RANK","FG3_PCT_RANK","FTM_RANK","FTA_RANK","FT_PCT_RANK","OREB_RANK","DREB_RANK","REB_RANK","AST_RANK","TOV_RANK","STL_RANK","BLK_RANK","BLKA_RANK","PF_RANK","PFD_RANK","PTS_RANK","PLUS_MINUS_RANK","team_season"
"69","1610612742","Dallas Mavericks","3","2","1","0.667","14.285","8","20","0.4","1","5","0.2","14","20","0.7","4","14","18","5","3","1","1","0","3","11","31","9","10","7","3","3","7","9","7","9","10","9","11","6","6","10","7","6","5","8","5","9","7","1","5","8","7","2","2008-09"
"70","1610612742","Dallas Mavericks","4","3","1","0.75","12.0016666666667","8","21","0.381","5","10","0.5","9","9","1","4","9","13","7","3","3","0","1","4","9","30","17","7","5","3","4","9","11","9","9","5","8","3","8","8","1","5","8","8","4","8","3","12","6","3","6","9","2","2020-21"
"71","1610612742","Dallas Mavericks","5","2","3","0.4","20.24","13","33","0.394","2","7","0.286","18","26","0.692","5","13","18","5","4","1","1","0","13","16","46","-12","11","11","8","10","12","12","11","10","12","14","11","10","9","12","11","9","13","11","2","13","9","1","6","11","12","13","2013-14"
"72","1610612742","Dallas Mavericks","5","3","2","0.6","20.76","13","33","0.394","3","7","0.429","10","13","0.769","6","16","22","8","4","5","3","2","8","0","39","8","7","5","3","4","9","7","7","8","5","9","4","10","10","9","6","7","6","5","2","3","4","7","4","1","7","3","2001-02"
"73","1610612742","Dallas Mavericks","7","3","4","0.429","20.8083333333333","15","31","0.484","9","18","0.5","7","11","0.636","0","16","16","8","1","1","2","0","12","9","46","-2","4","5","13","9","4","4","6","6","1","3","1","10","8","12","14","4","6","3","1","10","6","1","13","7","4","7","2021-22"
"74","1610612742","Dallas Mavericks","8","4","4","0.5","28.7083333333333","23","50","0.46","6","13","0.462","31","38","0.816","8","20","28","6","4","4","1","3","17","0","83","6","4","5","12","6","6","4","5","4","3","6","2","1","3","4","5","5","5","6","8","3","9","11","11","1","4","5","2004-05"
"75","1610612742","Dallas Mavericks","8","5","3","0.625","38.0466666666667","31","57","0.544","11","21","0.524","22","26","0.846","5","27","32","15","4","4","1","1","24","0","95","7","3","3","9","3","3","3","3","1","1","2","2","4","5","3","8","3","4","4","6","7","8","4","14","1","3","2","2002-03"
"76","1610612743","Denver Nuggets","1","0","1","0","3.55","3","7","0.429","1","1","1","1","1","1","2","2","4","3","1","0","0","0","3","0","8","0","14","12","1","12","14","13","14","3","8","14","1","14","15","1","10","13","13","9","2","13","12","1","1","1","13","9","2003-04"
"77","1610612743","Denver Nuggets","1","0","1","0","4.88","4","7","0.571","2","5","0.4","1","1","1","1","3","4","2","4","1","1","0","6","1","11","-6","14","13","3","13","14","13","13","1","7","9","3","16","16","1","12","14","14","10","8","9","10","1","6","14","13","13","2007-08"
"78","1610612743","Denver Nuggets","1","0","1","0","5.13333333333333","5","9","0.556","0","4","0","1","2","0.5","1","2","3","4","3","1","0","0","6","2","11","-5","16","13","3","13","14","10","13","3","14","10","14","15","15","15","11","15","15","7","7","8","10","1","6","14","14","9","2009-10"
"79","1610612743","Denver Nuggets","11","6","5","0.545","38.535","32","67","0.478","16","30","0.533","17","20","0.85","8","24","32","14","7","6","6","6","26","19","97","10","3","2","14","5","3","2","3","4","1","2","2","5","5","7","4","3","3","3","8","2","1","13","14","3","3","3","2019-20"
"80","1610612743","Denver Nuggets","2","1","1","0.5","6.7","4","13","0.308","0","0","0","3","5","0.6","2","4","6","1","1","1","0","1","2","5","11","6","14","11","1","6","15","14","13","15","15","16","15","15","15","15","13","14","14","15","1","9","13","4","1","14","15","4","2005-06"
